time,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,q_ad,T,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
91,77.80256379,11.50593263,3.130740883,0.086429416,0.140825158,0.363101736,1.446544256,0,0,0,0.016242844,-47.12340574,0,498.2996904,73.69169327,20.05135996,0,0,0,0,0,0,0,-297.4461418,0,0,203.05,314.05,0,0,0,0,0,0,0,0,0,0,0,0
92,78.52362271,11.64384361,3.219478106,0.085629858,0.139682453,0.35871375,1.462018318,0,0,0,0.016577751,-47.83531707,0,503.3278533,74.63576697,20.63650336,0,0,0,0,0,0,0,-302.1840153,0,0,229.82,314.5,0,0,0,0,0,0,0,0,0,0,0,0
93,78.194149,11.53993597,3.073678384,0.087188942,0.143126094,0.369311228,1.434940473,0,0,0,0.015890817,-47.60364981,0,499.3851047,73.69953129,19.62997515,0,0,0,0,0,0,0,-299.6757834,0,0,227.93,314.45,0,0,0,0,0,0,0,0,0,0,0,0
94,88.07663741,13.56076098,4.157531058,0.105621556,0.179511035,0.416286959,1.693592016,0,0,0,0.019443733,-56.26427482,0,552.8223641,85.11555578,26.09518501,0,0,0,0,0,0,0,-347.927111,0,0,133.97,314.6,0,0,0,0,0,0,0,0,0,0,0,0
95,88.18977235,13.61063928,4.239174816,0.105800965,0.179151971,0.413461369,1.709659481,0,0,0,0.019820454,-56.30195632,0,554.4038975,85.56311304,26.64951929,0,0,0,0,0,0,0,-348.671334,0,0,127.18,314.6,0,0,0,0,0,0,0,0,0,0,0,0
96,76.88023233,11.30235491,2.984673514,0.08532806,0.138819293,0.362801791,1.413548078,0,0,0,0.015661833,-46.36373059,0,492.5328645,72.40848618,19.12129751,0,0,0,0,0,0,0,-292.7733123,0,0,198.8,314.7,0,0,0,0,0,0,0,0,0,0,0,0
97,81.37224163,12.16821793,3.388138097,0.093305558,0.155453559,0.386303177,1.510108196,0,0,0,0.016897529,-50.43381103,0,516.286689,77.20432446,21.49689581,0,0,0,0,0,0,0,-315.383584,0,0,190.51,314.8,0,0,0,0,0,0,0,0,0,0,0,0
98,80.39899499,11.98405394,3.307667681,0.093306993,0.154832818,0.386422203,1.495330096,0,0,0,0.016676252,-49.57467115,0,511.7233802,76.27608522,21.05263737,0,0,0,0,0,0,0,-310.9769707,0,0,200.58,314.9,0,0,0,0,0,0,0,0,0,0,0,0
99,78.12589405,11.54714914,3.106217851,0.088235041,0.144659028,0.371087144,1.446826255,0,0,0,0.016074306,-47.49985955,0,499.8214743,73.87452239,19.87246872,0,0,0,0,0,0,0,-299.5083883,0,0,220.55,314.85,0,0,0,0,0,0,0,0,0,0,0,0
100,78.23840036,11.53956901,3.049424706,0.089516733,0.147419836,0.378046751,1.434869767,0,0,0,0.015761952,-47.69008458,0,499.4442908,73.66423434,19.46637141,0,0,0,0,0,0,0,-300.0867859,0,0,225.83,314.85,0,0,0,0,0,0,0,0,0,0,0,0
101,87.18196601,13.40550964,4.211115976,0.100915284,0.169952355,0.395256445,1.687774546,0,0,0,0.019894845,-55.58274087,0,552.1832792,84.90630131,26.67189025,0,0,0,0,0,0,0,-346.8074663,0,0,155.45,314.9,0,0,0,0,0,0,0,0,0,0,0,0
102,87.13184321,13.40014405,4.255146106,0.098372486,0.165271669,0.385034052,1.686841055,0,0,0,0.02011885,-55.57854603,0,553.0410473,85.05305784,27.00815651,0,0,0,0,0,0,0,-347.5220775,0,0,145.54,314.85,0,0,0,0,0,0,0,0,0,0,0,0
103,79.22825321,11.88643941,3.494825339,0.085989045,0.13948945,0.351080738,1.531475204,0,0,0,0.017874622,-48.06000417,0,509.0236893,76.36769706,22.45346597,0,0,0,0,0,0,0,-304.158921,0,0,177.7,314.95,0,0,0,0,0,0,0,0,0,0,0,0
104,77.65522511,11.48468568,3.157255894,0.083817246,0.136082967,0.353010852,1.446972294,0,0,0,0.016418125,-47.01705466,0,498.7974779,73.76879332,20.2797851,0,0,0,0,0,0,0,-297.6270637,0,0,226.72,315.1,0,0,0,0,0,0,0,0,0,0,0,0
105,80.50088622,12.05013129,3.488378621,0.087115389,0.142895905,0.358547026,1.516289174,0,0,0,0.017577913,-49.62197693,0,515.6460843,77.18676535,22.34470775,0,0,0,0,0,0,0,-313.2160955,0,0,201.1,315.15,0,0,0,0,0,0,0,0,0,0,0,0
106,77.11979653,11.47042795,3.277556117,0.083287999,0.13363693,0.344651414,1.480158401,0,0,0,0.017141774,-46.18113935,0,497.172049,73.94698148,21.12958493,0,0,0,0,0,0,0,-293.2882019,0,0,180.87,315.05,0,0,0,0,0,0,0,0,0,0,0,0
107,77.73585574,11.52503183,3.218796197,0.083454335,0.135114474,0.349452241,1.461284428,0,0,0,0.01672339,-47.00825416,0,499.9211794,74.11776005,20.70015665,0,0,0,0,0,0,0,-297.8983029,0,0,223.42,315.05,0,0,0,0,0,0,0,0,0,0,0,0
108,87.35015499,13.44987229,4.277500788,0.098597145,0.165823197,0.385816043,1.693314799,0,0,0,0.020183919,-55.71105385,0,553.6570977,85.25018942,27.11235798,0,0,0,0,0,0,0,-347.8615696,0,0,145.5,315.3,0,0,0,0,0,0,0,0,0,0,0,0
109,87.2415514,13.4661578,4.337941988,0.098197446,0.164609823,0.381712255,1.710656586,0,0,0,0.020525382,-55.4534902,0,553.7339999,85.47153624,27.53350817,0,0,0,0,0,0,0,-346.6781029,0,0,139.15,315.45,0,0,0,0,0,0,0,0,0,0,0,0
110,80.08961734,11.9885065,3.47023004,0.086937381,0.142273751,0.357637583,1.516721612,0,0,0,0.017567544,-49.14455922,0,513.2319959,76.82500334,22.23800224,0,0,0,0,0,0,0,-310.3112543,0,0,198.12,315.4,0,0,0,0,0,0,0,0,0,0,0,0
111,78.78863152,11.72579762,3.342245015,0.083931554,0.136259495,0.348739956,1.482766671,0,0,0,0.017160596,-48.03940857,0,506.6580498,75.40389569,21.49263553,0,0,0,0,0,0,0,-304.4135468,0,0,222.57,315.3,0,0,0,0,0,0,0,0,0,0,0,0
112,80.02095152,11.99678538,3.524505908,0.086294706,0.14058671,0.352790839,1.525796151,0,0,0,0.017856601,-49.04048975,0,513.8196736,77.03213011,22.631079,0,0,0,0,0,0,0,-310.2472101,0,0,186.53,314.5,0,0,0,0,0,0,0,0,0,0,0,0
113,78.20963623,11.61092946,3.256709531,0.087854861,0.143583227,0.364530701,1.471067802,0,0,0,0.016795591,-47.56034783,0,503.4304192,74.73880927,20.96323066,0,0,0,0,0,0,0,-301.6730371,0,0,238.43,314.3,0,0,0,0,0,0,0,0,0,0,0,0
114,78.06287112,11.73906688,3.743189331,0.074661793,0.115866942,0.296539873,1.546874672,0,0,0,0.019456467,-47.1989641,0,512.6734031,77.09564457,24.58318001,0,0,0,0,0,0,0,-305.2443995,0,0,281.93,314.2,0,0,0,0,0,0,0,0,0,0,0,0
115,81.15893407,11.89594208,2.721623817,0.103548517,0.178064491,0.447804781,1.395989913,0,0,0,0.013700931,-50.60918144,0,503.4162386,73.78867753,16.88180902,0,0,0,0,0,0,0,-309.6891348,0,0,165.17,314.05,0,0,0,0,0,0,0,0,0,0,0,0
116,87.9073469,13.53481269,4.240604858,0.102381895,0.173439545,0.402106153,1.69168906,0,0,0,0.019863496,-56.23934508,0,554.3392971,85.34984638,26.74104042,0,0,0,0,0,0,0,-349.3991332,0,0,131.72,314,0,0,0,0,0,0,0,0,0,0,0,0
117,87.32748435,13.4453848,4.27511069,0.098492404,0.165635038,0.385497023,1.692881418,0,0,0,0.020177877,-55.68964514,0,553.5531303,85.22786265,27.09915352,0,0,0,0,0,0,0,-347.7527196,0,0,146.28,314.25,0,0,0,0,0,0,0,0,0,0,0,0
118,79.78227855,11.95519956,3.496122138,0.085941898,0.139982769,0.352279016,1.523530694,0,0,0,0.017766705,-48.77069844,0,512.2409338,76.75818111,22.44680023,0,0,0,0,0,0,0,-308.5046181,0,0,195.05,312.3,0,0,0,0,0,0,0,0,0,0,0,0
119,80.14520527,11.99193206,3.476384477,0.087209068,0.142645391,0.358216086,1.513501123,0,0,0,0.017575366,-49.25869543,0,513.7175184,76.86630231,22.28304988,0,0,0,0,0,0,0,-311.1230356,0,0,198.7,313.6,0,0,0,0,0,0,0,0,0,0,0,0
120,80.28155037,12.01713409,3.506838591,0.085894367,0.14027821,0.352790004,1.516097332,0,0,0,0.017713976,-49.43171065,0,515.3675854,77.14401819,22.51215789,0,0,0,0,0,0,0,-312.6880438,0,0,211.1,314,0,0,0,0,0,0,0,0,0,0,0,0
121,80.35613549,12.02532547,3.474525453,0.087287565,0.14313068,0.359321893,1.514769076,0,0,0,0.017533521,-49.46298337,0,514.6417889,77.01633452,22.252638,0,0,0,0,0,0,0,-312.1616168,0,0,207.49,314,0,0,0,0,0,0,0,0,0,0,0,0
122,80.36363606,12.00921597,3.443493216,0.087014729,0.142882384,0.35968097,1.506211621,0,0,0,0.017375717,-49.54225798,0,514.5365414,76.89025475,22.0473236,0,0,0,0,0,0,0,-312.592706,0,0,211.07,314.1,0,0,0,0,0,0,0,0,0,0,0,0
123,87.47765786,13.46385191,4.256853905,0.099501539,0.167725725,0.390189679,1.690187613,0,0,0,0.020048511,-55.85001976,0,553.6716466,85.21665121,26.94287168,0,0,0,0,0,0,0,-348.2456519,0,0,151.08,313.65,0,0,0,0,0,0,0,0,0,0,0,0
124,80.52472043,12.05144659,3.481547953,0.087808914,0.144151342,0.361209473,1.514806891,0,0,0,0.017530677,-49.65108662,0,515.4611408,77.14466285,22.28635716,0,0,0,0,0,0,0,-313.2000392,0,0,198.39,313.8,0,0,0,0,0,0,0,0,0,0,0,0
125,82.49470736,12.52615745,3.904687252,0.089585128,0.146422499,0.355034716,1.602920205,0,0,0,0.019298973,-51.22090173,0,529.390793,80.38373175,25.05743152,0,0,0,0,0,0,0,-323.7799513,0,0,146.14,314.35,0,0,0,0,0,0,0,0,0,0,0,0
126,80.12807637,12.0753294,3.663094819,0.087894937,0.142521669,0.352085853,1.563803303,0,0,0,0.018571988,-48.98362913,0,516.3548622,77.81486002,23.60541905,0,0,0,0,0,0,0,-310.9017979,0,0,207.49,314.65,0,0,0,0,0,0,0,0,0,0,0,0
127,79.5129805,11.984613,3.67080894,0.08630926,0.13919355,0.344789291,1.567016557,0,0,0,0.018754081,-48.33632332,0,514.0404073,77.47886335,23.73127143,0,0,0,0,0,0,0,-307.7372299,0,0,198.69,314.85,0,0,0,0,0,0,0,0,0,0,0,0
128,79.97520405,12.0429046,3.652086372,0.087729007,0.142337427,0.351792696,1.560044301,0,0,0,0.01854442,-48.87882396,0,515.7427247,77.66207671,23.55151198,0,0,0,0,0,0,0,-310.4627906,0,0,207.65,315.05,0,0,0,0,0,0,0,0,0,0,0,0
129,87.63744989,13.60528894,4.45601548,0.105355996,0.176373757,0.400623844,1.76126923,0,0,0,0.02106705,-55.56856428,0,556.2009469,86.3474987,28.28060416,0,0,0,0,0,0,0,-347.2475858,0,0,145.77,315,0,0,0,0,0,0,0,0,0,0,0,0
130,87.16906459,13.60390414,4.631539252,0.102184311,0.168966278,0.380724214,1.800932743,0,0,0,0.022120452,-54.83893272,0,557.0471317,86.93469198,29.59749158,0,0,0,0,0,0,0,-344.9190248,0,0,143.24,315.35,0,0,0,0,0,0,0,0,0,0,0,0
131,79.68126814,12.01061103,3.672477805,0.08698863,0.140593436,0.34753801,1.567560017,0,0,0,0.018724628,-48.51575674,0,514.755967,77.59080446,23.72489681,0,0,0,0,0,0,0,-308.6643302,0,0,203.32,315.35,0,0,0,0,0,0,0,0,0,0,0,0
132,83.00649727,12.66019265,3.9851471,0.094816628,0.156298931,0.371257991,1.643104676,0,0,0,0.019645056,-51.53378148,0,532.2054034,81.17223542,25.55121454,0,0,0,0,0,0,0,-325.3848219,0,0,172.49,315.6,0,0,0,0,0,0,0,0,0,0,0,0
133,77.32188587,11.52884375,3.390614564,0.082530381,0.1318632,0.337296068,1.501081542,0,0,0,0.017720785,-46.45240942,0,501.2468716,74.73688461,21.9799986,0,0,0,0,0,0,0,-296.607275,0,0,226.24,315.65,0,0,0,0,0,0,0,0,0,0,0,0
134,79.79996868,12.03054897,3.659010982,0.087437128,0.141755225,0.350259745,1.569248516,0,0,0,0.018638658,-48.59357765,0,514.8399928,77.61666885,23.60659056,0,0,0,0,0,0,0,-308.7510628,0,0,207.31,315.85,0,0,0,0,0,0,0,0,0,0,0,0
135,78.97800757,11.90815536,3.677793452,0.08531403,0.136790375,0.339383705,1.571237861,0,0,0,0.018916862,-47.75800265,0,511.9597531,77.19232818,23.84058911,0,0,0,0,0,0,0,-304.8336521,0,0,190.67,315.85,0,0,0,0,0,0,0,0,0,0,0,0
136,86.62172923,13.44828571,4.539235418,0.097777265,0.1619261,0.369192726,1.762836173,0,0,0,0.021749401,-54.6306499,0,554.9986625,86.16522263,29.08357531,0,0,0,0,0,0,0,-344.5830815,0,0,148.62,315.7,0,0,0,0,0,0,0,0,0,0,0,0
137,87.17357695,13.515202,4.412056934,0.104097915,0.174178988,0.396935408,1.755499845,0,0,0,0.020970866,-55.13839938,0,554.1819693,85.91916861,28.04843492,0,0,0,0,0,0,0,-345.1228789,0,0,146.85,315.15,0,0,0,0,0,0,0,0,0,0,0,0
138,79.58296391,11.99767248,3.649538336,0.08786657,0.142431353,0.351499153,1.571522996,0,0,0,0.01864204,-48.35493663,0,513.7294709,77.44820788,23.55875311,0,0,0,0,0,0,0,-307.3885591,0,0,204.96,314.8,0,0,0,0,0,0,0,0,0,0,0,0
139,77.66867873,11.58717891,3.397516593,0.083545626,0.134058372,0.341596506,1.504338571,0,0,0,0.017686512,-46.77884984,0,502.6347665,74.9867136,21.98711227,0,0,0,0,0,0,0,-298.1915883,0,0,229.71,315.2,0,0,0,0,0,0,0,0,0,0,0,0
140,78.90647919,11.90194144,3.659405142,0.084865817,0.136212795,0.338845364,1.573836073,0,0,0,0.018852713,-47.59422072,0,511.0159209,77.07962169,23.69912215,0,0,0,0,0,0,0,-303.4906303,0,0,192.84,315.2,0,0,0,0,0,0,0,0,0,0,0,0
141,78.84138887,12.02046545,4.08194095,0.074023963,0.113287689,0.281458553,1.642285659,0,0,0,0.021231452,-47.35197747,0,519.9557322,79.27447757,26.92023347,0,0,0,0,0,0,0,-307.3010638,0,0,232.04,315.3,0,0,0,0,0,0,0,0,0,0,0,0
142,81.73896622,12.34341392,3.544088681,0.114201446,0.193770973,0.454304234,1.5843934,0,0,0,0.01749132,-50.54668066,0,519.8489933,78.5024768,22.53993436,0,0,0,0,0,0,0,-316.6523976,0,0,205.81,315.2,0,0,0,0,0,0,0,0,0,0,0,0
143,88.21704656,13.75427732,4.572449927,0.104531735,0.174330445,0.394912227,1.781105783,0,0,0,0.021506573,-55.8927375,0,558.7622656,87.11888976,28.96166421,0,0,0,0,0,0,0,-348.5590366,0,0,152.37,315.25,0,0,0,0,0,0,0,0,0,0,0,0
144,87.84151265,13.68644245,4.569392519,0.102105902,0.169749295,0.38573766,1.777015436,0,0,0,0.021589651,-55.55633695,0,557.8114812,86.91169479,29.01657238,0,0,0,0,0,0,0,-347.340091,0,0,151.78,315.55,0,0,0,0,0,0,0,0,0,0,0,0
145,80.56444825,12.17957339,3.723872847,0.088326118,0.14332672,0.352901496,1.576752126,0,0,0,0.018775435,-49.22227288,0,517.6330523,78.25473753,23.92618221,0,0,0,0,0,0,0,-311.4841125,0,0,204.39,315.4,0,0,0,0,0,0,0,0,0,0,0,0
146,80.65409574,12.18553168,3.710860368,0.088581931,0.143966306,0.354574168,1.572646823,0,0,0,0.01868511,-49.35236573,0,517.912839,78.24826814,23.82894769,0,0,0,0,0,0,0,-312.1451264,0,0,208.42,315.8,0,0,0,0,0,0,0,0,0,0,0,0
147,80.27686861,12.15202361,3.776769681,0.086152122,0.138720162,0.342184184,1.585499277,0,0,0,0.019126481,-48.89986106,0,517.6511586,78.36017035,24.35382988,0,0,0,0,0,0,0,-310.524409,0,0,206.97,315.6,0,0,0,0,0,0,0,0,0,0,0,0
148,80.74686779,12.15925257,3.572339774,0.092226502,0.151612425,0.373501544,1.551787756,0,0,0,0.017934618,-49.4790562,0,515.1960528,77.580705,22.79290084,0,0,0,0,0,0,0,-311.005748,0,0,196.29,315.7,0,0,0,0,0,0,0,0,0,0,0,0
149,80.74836958,12.22517956,3.751728198,0.093785919,0.153579521,0.371435549,1.589011429,0,0,0,0.018841886,-49.45099508,0,519.6789657,78.67859998,24.14530769,0,0,0,0,0,0,0,-313.428658,0,0,215.05,315.8,0,0,0,0,0,0,0,0,0,0,0,0
150,87.47048652,13.56914388,4.441766611,0.100433972,0.167255431,0.384120137,1.747140257,0,0,0,0.021029632,-55.38583105,0,555.3627418,86.15245267,28.2014172,0,0,0,0,0,0,0,-346.2755888,0,0,130.22,315.9,0,0,0,0,0,0,0,0,0,0,0,0
151,86.41556397,13.49224815,4.600452522,0.095201732,0.156374456,0.357469247,1.796544656,0,0,0,0.022183681,-53.83721413,0,552.7534047,86.30257975,29.42659491,0,0,0,0,0,0,0,-338.9056006,0,0,131.27,315.85,0,0,0,0,0,0,0,0,0,0,0,0
152,78.79749243,11.8700716,3.66978787,0.080478038,0.127760413,0.322828313,1.556851537,0,0,0,0.018906903,-47.58866482,0,511.2476166,77.01445349,23.81002548,0,0,0,0,0,0,0,-304.056761,0,0,184.55,316,0,0,0,0,0,0,0,0,0,0,0,0
153,80.65947197,12.18680838,3.711529893,0.088681821,0.144137882,0.354895437,1.5728312,0,0,0,0.018686356,-49.35579386,0,517.9117187,78.25108099,23.83160686,0,0,0,0,0,0,0,-312.1451321,0,0,208.79,315.65,0,0,0,0,0,0,0,0,0,0,0,0
154,82.82449075,12.7090398,4.12985636,0.090881469,0.147688952,0.351354069,1.673199124,0,0,0,0.020445044,-50.94878932,0,532.0523169,81.64099783,26.52958835,0,0,0,0,0,0,0,-322.2160958,0,0,166,316.05,0,0,0,0,0,0,0,0,0,0,0,0
155,80.37884804,12.15178089,3.702146057,0.088015555,0.142858408,0.352490212,1.577799655,0,0,0,0.018715743,-48.97303494,0,516.2902786,78.05344929,23.77966425,0,0,0,0,0,0,0,-309.8021905,0,0,207.72,315.85,0,0,0,0,0,0,0,0,0,0,0,0
156,78.1248164,11.68931169,3.433956167,0.084098868,0.135154534,0.343713516,1.515239801,0,0,0,0.017770772,-47.02059815,0,503.6060695,75.35132348,22.13587497,0,0,0,0,0,0,0,-298.5547466,0,0,231.95,315,0,0,0,0,0,0,0,0,0,0,0,0
157,87.28822409,13.51081576,4.41058737,0.098498369,0.164677664,0.37987411,1.729941163,0,0,0,0.020890228,-55.3503615,0,554.4998724,85.82767826,28.01832846,0,0,0,0,0,0,0,-346.2762022,0,0,138.64,315.15,0,0,0,0,0,0,0,0,0,0,0,0
158,87.59194299,13.63576956,4.54527802,0.10066795,0.167927467,0.382708087,1.770110131,0,0,0,0.021520354,-55.31608546,0,556.2342562,86.59109367,28.86383442,0,0,0,0,0,0,0,-345.8471962,0,0,143.85,315.05,0,0,0,0,0,0,0,0,0,0,0,0
159,78.05197288,11.66771727,3.412437957,0.083998543,0.135041378,0.344060972,1.509728406,0,0,0,0.017671259,-46.98491243,0,503.0813482,75.20387655,21.9947533,0,0,0,0,0,0,0,-298.3061845,0,0,235.82,314.9,0,0,0,0,0,0,0,0,0,0,0,0
160,77.03191371,11.51355174,3.430213679,0.079160308,0.125168612,0.32363151,1.510232339,0,0,0,0.018000658,-45.95895874,0,499.8961681,74.71682992,22.2602632,0,0,0,0,0,0,0,-293.727678,0,0,219.05,315,0,0,0,0,0,0,0,0,0,0,0,0
161,74.51695929,11.00594478,3.155656631,0.075242244,0.117054215,0.314312018,1.440823892,0,0,0,0.017023327,-43.8174897,0,485.9079553,71.76723495,20.5773112,0,0,0,0,0,0,0,-281.4368755,0,0,175.35,315.15,0,0,0,0,0,0,0,0,0,0,0,0
162,72.71437128,10.45620057,2.513914687,0.078026798,0.124422421,0.346126649,1.296611705,0,0,0,0.013947425,-42.81121412,0,469.2661261,67.47965568,16.22368434,0,0,0,0,0,0,0,-272.4197802,0,0,140.08,315.4,0,0,0,0,0,0,0,0,0,0,0,0
163,76.08659292,11.2341596,3.153030086,0.078811252,0.125286412,0.331261565,1.43800814,0,0,0,0.016694429,-45.50085382,0,492.8425355,72.76803295,20.42340553,0,0,0,0,0,0,0,-290.3995995,0,0,195.61,315.2,0,0,0,0,0,0,0,0,0,0,0,0
164,87.14212094,13.4307151,4.262443211,0.098666063,0.166025614,0.386484018,1.701119814,0,0,0,0.020177051,-55.34947088,0,551.9309881,85.06595634,26.99698455,0,0,0,0,0,0,0,-345.3132298,0,0,93.83,315.7,0,0,0,0,0,0,0,0,0,0,0,0
165,87.40250111,13.64185986,4.620726276,0.099544194,0.165178333,0.375029362,1.789713114,0,0,0,0.021976257,-54.97210674,0,556.432122,86.84841888,29.41701318,0,0,0,0,0,0,0,-344.4996236,0,0,143.03,315.8,0,0,0,0,0,0,0,0,0,0,0,0
166,77.14205406,11.63016527,3.555634073,0.084331795,0.133571688,0.336566442,1.5629005,0,0,0,0.018642432,-45.49551621,0,498.9102146,75.21718627,22.99578589,0,0,0,0,0,0,0,-289.6421686,0,0,205.46,315.85,0,0,0,0,0,0,0,0,0,0,0,0
167,77.36504658,11.67364456,3.60579634,0.090035794,0.143945205,0.354574237,1.570324724,0,0,0,0.018798397,-45.89750106,0,502.1390393,75.76797175,23.40347728,0,0,0,0,0,0,0,-293.2387114,0,0,209.12,315.8,0,0,0,0,0,0,0,0,0,0,0,0
168,75.75324091,11.33394511,3.39477735,0.081594286,0.128032304,0.329583232,1.515857755,0,0,0,0.01804786,-44.42691635,0,491.6039605,73.5521311,22.03055566,0,0,0,0,0,0,0,-283.8522204,0,0,182.88,316,0,0,0,0,0,0,0,0,0,0,0,0
169,76.92806182,11.59364564,3.567585045,0.083553358,0.131694904,0.332398041,1.560085715,0,0,0,0.018744513,-45.33536949,0,498.493776,75.12681402,23.1179481,0,0,0,0,0,0,0,-289.1803511,0,0,200.56,315.9,0,0,0,0,0,0,0,0,0,0,0,0
170,76.47325406,11.57968041,3.689646794,0.083303656,0.130904304,0.32412177,1.597288688,0,0,0,0.019559697,-44.6858037,0,498.6181181,75.50140929,24.05710027,0,0,0,0,0,0,0,-286.6794659,0,0,151.5,315.9,0,0,0,0,0,0,0,0,0,0,0,0
171,83.4714693,13.22678815,4.841184552,0.103296307,0.169202603,0.364697929,1.920650838,0,0,0,0.024369697,-49.64263324,0,538.8972056,85.39299993,31.25500064,0,0,0,0,0,0,0,-314.9117049,0,0,103.22,316,0,0,0,0,0,0,0,0,0,0,0,0
172,85.06154219,13.50658135,4.886917011,0.108963897,0.180134587,0.387750836,1.93328148,0,0,0,0.024146421,-51.12552904,0,544.6077784,86.47608631,31.28855824,0,0,0,0,0,0,0,-321.6961071,0,0,121.6,316.2,0,0,0,0,0,0,0,0,0,0,0,0
173,75.96791849,11.45486295,3.504874322,0.088212435,0.141198184,0.348529294,1.570371429,0,0,0,0.018622295,-44.20533028,0,491.990853,74.18510217,22.69860938,0,0,0,0,0,0,0,-281.725433,0,0,212.43,316.2,0,0,0,0,0,0,0,0,0,0,0,0
174,78.88391575,12.06739929,3.860255062,0.102837893,0.169102408,0.39299737,1.666266789,0,0,0,0.019843091,-46.81223142,0,510.003889,78.01870014,24.95749704,0,0,0,0,0,0,0,-297.7468804,0,0,201.11,316.15,0,0,0,0,0,0,0,0,0,0,0,0
175,73.60515877,11.02581085,3.387943936,0.081653401,0.128345512,0.323340232,1.535081305,0,0,0,0.018524464,-42.14561368,0,482.226285,72.23591248,22.19621077,0,0,0,0,0,0,0,-271.6762002,0,0,197.28,316.1,0,0,0,0,0,0,0,0,0,0,0,0
176,74.97540076,11.3494809,3.439064073,0.100681959,0.166171538,0.392376812,1.603676507,0,0,0,0.018466419,-42.81756958,0,483.1381975,73.13555762,22.1611782,0,0,0,0,0,0,0,-271.3694192,0,0,167.75,316.25,0,0,0,0,0,0,0,0,0,0,0,0
177,73.81160857,11.12739986,3.557336845,0.082394315,0.129143251,0.317901522,1.581829279,0,0,0,0.019477965,-42.16121478,0,486.2547616,73.30488081,23.43495845,0,0,0,0,0,0,0,-273.1712634,0,0,223.76,316.35,0,0,0,0,0,0,0,0,0,0,0,0
178,78.55246382,12.33521167,4.395090163,0.112764499,0.187646524,0.399689372,1.876804079,0,0,0,0.023202429,-44.91147796,0,511.2714724,80.28572911,28.60615835,0,0,0,0,0,0,0,-287.0136364,0,0,128.37,316.4,0,0,0,0,0,0,0,0,0,0,0,0
179,82.79215498,13.06016427,4.546631955,0.111163215,0.186262839,0.405546186,1.879741896,0,0,0,0.022837172,-49.04624453,0,529.1999817,83.47939122,29.06166107,0,0,0,0,0,0,0,-308.0913941,0,0,104.15,316.4,0,0,0,0,0,0,0,0,0,0,0,0
180,71.79240982,10.69636198,3.259278279,0.079246938,0.123897124,0.314744454,1.512810811,0,0,0,0.018247521,-40.52859996,0,473.9821361,70.61867006,21.51814774,0,0,0,0,0,0,0,-263.2210738,0,0,198.59,316.55,0,0,0,0,0,0,0,0,0,0,0,0
181,73.4099442,10.99761848,3.349327841,0.086157887,0.137100983,0.339572464,1.543689336,0,0,0,0.018363995,-41.88826527,0,480.3990562,71.96907173,21.91820129,0,0,0,0,0,0,0,-269.6721285,0,0,211.82,316.65,0,0,0,0,0,0,0,0,0,0,0,0
182,73.30845332,10.9884134,3.365249227,0.084339121,0.133779042,0.332569248,1.54476323,0,0,0,0.01847949,-41.73324685,0,479.9358891,71.93896086,22.03161855,0,0,0,0,0,0,0,-268.7789523,0,0,212.13,316.55,0,0,0,0,0,0,0,0,0,0,0,0
183,76.73204822,11.84464716,4.070610516,0.096456529,0.155741278,0.351956449,1.741603171,0,0,0,0.021725538,-43.93942117,0,501.6346568,77.43420974,26.61155745,0,0,0,0,0,0,0,-282.27866,0,0,131.52,316.65,0,0,0,0,0,0,0,0,0,0,0,0
184,73.1135764,10.92210749,3.227002917,0.088376023,0.142177776,0.352506007,1.525933099,0,0,0,0.017732477,-41.54684502,0,475.8462948,71.08453225,21.00235629,0,0,0,0,0,0,0,-266.03866,0,0,197.2,316.75,0,0,0,0,0,0,0,0,0,0,0,0
185,81.41474357,12.89702183,4.551529026,0.11850494,0.200609166,0.42684873,1.908137567,0,0,0,0.023190578,-47.24409586,0,519.7064755,82.32741962,29.05443172,0,0,0,0,0,0,0,-296.2201219,0,0,121.78,317.05,0,0,0,0,0,0,0,0,0,0,0,0
186,80.1051587,12.6486099,4.41994182,0.1198634,0.203269104,0.431694229,1.899194178,0,0,0,0.022853274,-45.92013125,0,512.652911,80.9479288,28.28651834,0,0,0,0,0,0,0,-288.5895625,0,0,124.75,317.05,0,0,0,0,0,0,0,0,0,0,0,0
187,75.0497572,11.42775222,3.825138724,0.081145093,0.126591055,0.306047894,1.63886685,0,0,0,0.020724808,-43.08912094,0,495.1976624,75.40325777,25.23925227,0,0,0,0,0,0,0,-279.5566873,0,0,187.77,317.15,0,0,0,0,0,0,0,0,0,0,0,0
188,74.71855558,11.21332038,3.375325905,0.087403509,0.139941311,0.348256813,1.540372973,0,0,0,0.018168788,-43.15750031,0,485.0693226,72.79634461,21.91245585,0,0,0,0,0,0,0,-275.7180927,0,0,204.73,317,0,0,0,0,0,0,0,0,0,0,0,0
