time,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,q_ad,T,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
189,75.32272112,11.47705915,3.948010238,0.076292943,0.115781749,0.282972687,1.643160678,0,0,0,0.021368089,-43.53588751,0,500.5341489,76.26729286,26.2352968,0,0,0,0,0,0,0,-284.4754337,0,0,179.35,316.9,0,0,0,0,0,0,0,0,0,0,0,0
190,72.97873131,10.96778925,3.520767158,0.075639138,0.116319494,0.29421008,1.557410809,0,0,0,0.019473899,-41.51518121,0,483.3572367,72.64253859,23.31896231,0,0,0,0,0,0,0,-270.4513381,0,0,217.42,317.35,0,0,0,0,0,0,0,0,0,0,0,0
191,80.36520353,12.09117233,3.021519957,0.119596154,0.205484096,0.493454727,1.538380677,0,0,0,0.015139928,-48.07557564,0,492.8049149,74.14389425,18.52816667,0,0,0,0,0,0,0,-290.4158776,0,0,129.3,317.15,0,0,0,0,0,0,0,0,0,0,0,0
192,91.22375896,14.58620371,4.149750174,0.16595562,0.299392029,0.64979878,1.894183555,0,0,0,0.018487986,-56.21967371,0,534.5869071,85.47766085,24.31824928,0,0,0,0,0,0,0,-324.2209531,0,0,56.22,317.55,0,0,0,0,0,0,0,0,0,0,0,0
193,87.01315511,13.83481779,4.618460887,0.128714237,0.221694983,0.482261711,1.893681429,0,0,0,0.021917577,-53.04747279,0,540.389788,85.92027543,28.68266409,0,0,0,0,0,0,0,-323.9942224,0,0,80.27,317.2,0,0,0,0,0,0,0,0,0,0,0,0
194,79.66616878,12.19871021,3.907477968,0.094732276,0.153147838,0.365379687,1.658934164,0,0,0,0.019955223,-47.48327875,0,512.2041346,78.43015299,25.12266376,0,0,0,0,0,0,0,-300.4097307,0,0,187.46,317,0,0,0,0,0,0,0,0,0,0,0,0
195,79.69869658,12.19576865,3.892702786,0.096871595,0.157277852,0.37323171,1.661526891,0,0,0,0.019880019,-47.58482151,0,512.5851609,78.43754423,25.0360642,0,0,0,0,0,0,0,-301.1463699,0,0,190.41,316.2,0,0,0,0,0,0,0,0,0,0,0,0
196,79.98199434,12.25330616,3.905881908,0.096869662,0.157673281,0.373926061,1.668677089,0,0,0,0.019900714,-47.78101266,0,513.6566696,78.69261686,25.08417437,0,0,0,0,0,0,0,-301.9438742,0,0,192.06,316.15,0,0,0,0,0,0,0,0,0,0,0,0
197,80.06609501,12.27428423,3.919101643,0.097194566,0.158313149,0.374867199,1.671746004,0,0,0,0.019947489,-47.83495747,0,513.9468591,78.78902831,25.15684047,0,0,0,0,0,0,0,-302.1349071,0,0,190.52,316.25,0,0,0,0,0,0,0,0,0,0,0,0
198,79.59623601,12.16744629,3.850119673,0.096018306,0.156042939,0.372157412,1.654178251,0,0,0,0.019683852,-47.47752946,0,511.4514454,78.1828175,24.739226,0,0,0,0,0,0,0,-300.2012939,0,0,195.36,316.05,0,0,0,0,0,0,0,0,0,0,0,0
199,87.27254498,13.92821603,4.941252147,0.12310052,0.208429964,0.446827873,1.937964477,0,0,0,0.023613508,-53.43146021,0,549.9024979,87.76140064,31.13472741,0,0,0,0,0,0,0,-331.0047064,0,0,147.03,315.5,0,0,0,0,0,0,0,0,0,0,0,0
200,87.53181249,13.99427192,5.007361774,0.120438955,0.20361358,0.436156122,1.948093286,0,0,0,0.023915088,-53.56227948,0,551.5006533,88.17194439,31.5492529,0,0,0,0,0,0,0,-331.7852162,0,0,145.11,315.65,0,0,0,0,0,0,0,0,0,0,0,0
201,80.23738022,12.29345699,3.903492077,0.099676821,0.163425217,0.385092823,1.669532616,0,0,0,0.019800701,-48.07271429,0,514.8526998,78.88242988,25.04722149,0,0,0,0,0,0,0,-303.5377096,0,0,200.62,315.6,0,0,0,0,0,0,0,0,0,0,0,0
202,77.72867658,11.75655161,3.604059892,0.093275458,0.150849166,0.367934976,1.583403239,0,0,0,0.018712416,-46.07578901,0,501.4296203,75.84180602,23.24987975,0,0,0,0,0,0,0,-292.5706193,0,0,218.4,315.45,0,0,0,0,0,0,0,0,0,0,0,0
203,79.64944523,12.1959909,3.917488112,0.093979184,0.152003457,0.362562423,1.661654487,0,0,0,0.020028276,-47.46962495,0,512.3988435,78.4589474,25.20188775,0,0,0,0,0,0,0,-300.4922462,0,0,188.04,315.35,0,0,0,0,0,0,0,0,0,0,0,0
204,77.96092324,11.78706713,3.551967483,0.094352832,0.153135209,0.374593088,1.57854012,0,0,0,0.018387119,-46.17396291,0,499.639187,75.54144296,22.76399601,0,0,0,0,0,0,0,-291.3011307,0,0,209.31,315.35,0,0,0,0,0,0,0,0,0,0,0,0
205,76.73899934,11.63500401,3.724975238,0.083548882,0.131720508,0.326274907,1.593028769,0,0,0,0.019634651,-45.06139567,0,499.7709455,75.77420872,24.25929987,0,0,0,0,0,0,0,-288.7842896,0,0,150.76,315.15,0,0,0,0,0,0,0,0,0,0,0,0
206,87.82715161,14.08318735,5.11063497,0.121183252,0.204560614,0.435380321,1.964460189,0,0,0,0.024358434,-53.75518901,0,553.4153539,88.74080473,32.20306942,0,0,0,0,0,0,0,-332.9912316,0,0,135.11,315,0,0,0,0,0,0,0,0,0,0,0,0
207,87.57621613,14.03425541,5.103403308,0.119527459,0.201353265,0.429037166,1.960940075,0,0,0,0.024399692,-53.54505591,0,552.8567389,88.59634522,32.21709083,0,0,0,0,0,0,0,-332.2981057,0,0,136.91,314.9,0,0,0,0,0,0,0,0,0,0,0,0
208,77.29553164,11.67869236,3.574193857,0.087233237,0.139404976,0.347208543,1.570583001,0,0,0,0.018673382,-45.55403096,0,498.3806202,75.3010403,23.04543243,0,0,0,0,0,0,0,-289.1202202,0,0,208.94,315.05,0,0,0,0,0,0,0,0,0,0,0,0
209,79.6110566,12.18491192,3.889851739,0.094828409,0.153343561,0.366718857,1.649136115,0,0,0,0.019830877,-47.39232024,0,510.4213694,78.12280977,24.93954403,0,0,0,0,0,0,0,-299.0214414,0,0,165.57,315.2,0,0,0,0,0,0,0,0,0,0,0,0
210,75.67276822,11.36268992,3.473445702,0.079446078,0.124414103,0.319727618,1.533635508,0,0,0,0.01850723,-44.2409922,0,492.3294723,73.92602733,22.59834984,0,0,0,0,0,0,0,-283.3324467,0,0,196.47,316,0,0,0,0,0,0,0,0,0,0,0,0
211,80.01323872,12.26705809,3.917010082,0.095433893,0.154873406,0.369194602,1.660879369,0,0,0,0.019902868,-47.69656064,0,512.2395176,78.53290307,25.07644219,0,0,0,0,0,0,0,-300.4865225,0,0,161.34,316.1,0,0,0,0,0,0,0,0,0,0,0,0
212,79.54158683,12.19061619,3.950542686,0.090264094,0.144836807,0.348213199,1.661148647,0,0,0,0.020233601,-47.29292345,0,512.3767818,78.52733319,25.4479,0,0,0,0,0,0,0,-299.7641749,0,0,184.54,315.95,0,0,0,0,0,0,0,0,0,0,0,0
213,87.98001766,14.0963687,5.130102505,0.115625425,0.19358915,0.414760569,1.960389333,0,0,0,0.024474897,-53.88246882,0,555.5334261,89.00889327,32.39307626,0,0,0,0,0,0,0,-334.4964776,0,0,121.64,315.9,0,0,0,0,0,0,0,0,0,0,0,0
214,87.67283017,14.03125845,5.137837558,0.111862649,0.186057593,0.399639906,1.956534625,0,0,0,0.024637634,-53.65650255,0,555.9047345,88.96761962,32.57734715,0,0,0,0,0,0,0,-334.476096,0,0,129.95,316.1,0,0,0,0,0,0,0,0,0,0,0,0
215,79.55542909,12.18490134,3.919319233,0.091502469,0.147315063,0.353999666,1.656305455,0,0,0,0.020049718,-47.31111458,0,511.5712563,78.35348708,25.2026931,0,0,0,0,0,0,0,-299.3687564,0,0,180.01,316.15,0,0,0,0,0,0,0,0,0,0,0,0
216,79.56383792,12.18513599,3.914960711,0.0916868,0.147684817,0.354861496,1.655704844,0,0,0,0.020022924,-47.31942746,0,511.4870381,78.33381695,25.16786157,0,0,0,0,0,0,0,-299.3423732,0,0,179.27,316.4,0,0,0,0,0,0,0,0,0,0,0,0
217,82.76355964,12.89679314,4.3870987,0.097800022,0.159119699,0.365655784,1.77259131,0,0,0,0.021850711,-49.84421432,0,529.9023469,82.57306697,28.08885828,0,0,0,0,0,0,0,-313.9185735,0,0,150.07,316.55,0,0,0,0,0,0,0,0,0,0,0,0
218,82.59159097,12.85468476,4.358398186,0.099513263,0.162018326,0.371614357,1.768589099,0,0,0,0.021735698,-49.78223051,0,529.4822127,82.40944202,27.94103235,0,0,0,0,0,0,0,-313.9310477,0,0,153.72,316.15,0,0,0,0,0,0,0,0,0,0,0,0
219,77.69816026,11.78387136,3.6182843,0.093640858,0.151749508,0.369493499,1.589414481,0,0,0,0.018773754,-45.84386956,0,499.0262601,75.68340399,23.23888849,0,0,0,0,0,0,0,-289.7998013,0,0,219.83,316.35,0,0,0,0,0,0,0,0,0,0,0,0
220,87.2005511,13.9233225,5.054345226,0.114818385,0.191337477,0.411309032,1.942850449,0,0,0,0.024292384,-53.36611263,0,553.4522642,88.36978972,32.07937076,0,0,0,0,0,0,0,-332.9964882,0,0,133.7,316.45,0,0,0,0,0,0,0,0,0,0,0,0
221,87.40106974,13.94641614,5.141071869,0.104731854,0.17167122,0.371714205,1.94836026,0,0,0,0.024826321,-53.55640126,0,558.239876,89.07723487,32.83656975,0,0,0,0,0,0,0,-336.3018643,0,0,125.25,316.55,0,0,0,0,0,0,0,0,0,0,0,0
222,77.2867845,11.67645215,3.571098582,0.087273249,0.139498819,0.347474382,1.570045755,0,0,0,0.018658179,-45.54654895,0,498.2782036,75.27964369,23.02334866,0,0,0,0,0,0,0,-289.0468992,0,0,210.37,316.8,0,0,0,0,0,0,0,0,0,0,0,0
223,79.4831176,12.16745407,3.90327645,0.091535575,0.147408846,0.354606226,1.652820584,0,0,0,0.019977486,-47.25518545,0,511.0173987,78.22769055,25.09516785,0,0,0,0,0,0,0,-298.9676362,0,0,180.21,316.6,0,0,0,0,0,0,0,0,0,0,0,0
224,79.58708181,12.19062518,3.916826528,0.091801677,0.147939568,0.355308236,1.656558198,0,0,0,0.020027463,-47.33421344,0,511.5488319,78.35568197,25.17554344,0,0,0,0,0,0,0,-299.3836876,0,0,179.33,316.35,0,0,0,0,0,0,0,0,0,0,0,0
225,79.51494824,12.17350789,3.90423152,0.091645898,0.147644047,0.355062657,1.65349122,0,0,0,0.019975917,-47.2803225,0,511.1284698,78.25228587,25.0967136,0,0,0,0,0,0,0,-299.0719199,0,0,180.2,316.6,0,0,0,0,0,0,0,0,0,0,0,0
226,79.52351544,12.17675038,3.912940301,0.091419985,0.147151922,0.353858612,1.654741278,0,0,0,0.020022864,-47.28899624,0,511.389849,78.3047191,25.16284572,0,0,0,0,0,0,0,-299.2449256,0,0,179.53,316.65,0,0,0,0,0,0,0,0,0,0,0,0
227,81.80428041,13.00195144,4.70369137,0.11960291,0.201368347,0.423443191,1.936664493,0,0,0,0.023944183,-47.55292344,0,523.8860632,83.26631711,30.12309798,0,0,0,0,0,0,0,-299.0787108,0,0,138.59,316.7,0,0,0,0,0,0,0,0,0,0,0,0
228,81.91582958,13.016961,4.726957155,0.117474945,0.197108798,0.415144927,1.935884235,0,0,0,0.024058818,-47.7137718,0,525.4525658,83.49784883,30.32126731,0,0,0,0,0,0,0,-300.5880592,0,0,138.79,316.95,0,0,0,0,0,0,0,0,0,0,0,0
229,75.88177984,11.57915535,3.711615855,0.09734423,0.158753767,0.370259095,1.657642177,0,0,0,0.019824471,-43.47861248,0,491.9397014,75.06737767,24.06231376,0,0,0,0,0,0,0,-277.1468062,0,0,191.44,317.3,0,0,0,0,0,0,0,0,0,0,0,0
230,79.52566549,12.17926525,3.921434557,0.091637922,0.147441454,0.3541696,1.655449511,0,0,0,0.02006182,-47.29417353,0,511.470791,78.3311701,25.220779,0,0,0,0,0,0,0,-299.3155768,0,0,177.71,317.1,0,0,0,0,0,0,0,0,0,0,0,0
231,79.53488071,12.17358622,3.893269306,0.092031841,0.148424054,0.35694127,1.65194957,0,0,0,0.019910084,-47.30111973,0,510.9455206,78.20517603,25.01102025,0,0,0,0,0,0,0,-299.0263211,0,0,179.4,316.7,0,0,0,0,0,0,0,0,0,0,0,0
232,79.52696452,12.17796999,3.913524693,0.091488722,0.147291097,0.354107538,1.654954954,0,0,0,0.020024323,-47.28997684,0,511.3766675,78.30714711,25.16486361,0,0,0,0,0,0,0,-299.2300849,0,0,180.28,315.8,0,0,0,0,0,0,0,0,0,0,0,0
233,76.64520158,11.63326141,3.836563534,0.075470225,0.115321421,0.291679565,1.601757167,0,0,0,0.020333241,-44.98342317,0,503.3074045,76.39234401,25.1936298,0,0,0,0,0,0,0,-290.6552332,0,0,152.68,315.6,0,0,0,0,0,0,0,0,0,0,0,0
234,87.03457679,13.97880106,5.268930155,0.110247389,0.182374276,0.38713494,1.972777293,0,0,0,0.025480386,-52.98019565,0,554.8029606,89.10803611,33.58685889,0,0,0,0,0,0,0,-331.9465252,0,0,98.09,315.45,0,0,0,0,0,0,0,0,0,0,0,0
235,87.53405333,14.01828549,5.132674141,0.112951209,0.188382283,0.403956507,1.956658847,0,0,0,0.024621209,-53.48528658,0,554.4635154,88.79547511,32.51169619,0,0,0,0,0,0,0,-333.0630026,0,0,131.57,315.45,0,0,0,0,0,0,0,0,0,0,0,0
236,77.1146883,11.64059693,3.557090964,0.086491659,0.137954581,0.344770587,1.565216074,0,0,0,0.018622535,-45.41421706,0,497.6237715,75.11717774,22.95403198,0,0,0,0,0,0,0,-288.4739809,0,0,209.14,315.45,0,0,0,0,0,0,0,0,0,0,0,0
237,77.23412614,11.66739913,3.572621785,0.086948979,0.138837587,0.346098661,1.569470681,0,0,0,0.018678444,-45.50404994,0,498.1809669,75.25787457,23.04437512,0,0,0,0,0,0,0,-288.9164031,0,0,211.11,315.35,0,0,0,0,0,0,0,0,0,0,0,0
238,77.29140853,11.68115339,3.584031403,0.087069469,0.139042534,0.346193919,1.572027934,0,0,0,0.01872702,-45.54760793,0,498.5455827,75.34585712,23.11774437,0,0,0,0,0,0,0,-289.1867992,0,0,210.23,315.3,0,0,0,0,0,0,0,0,0,0,0,0
239,73.91675792,10.97696639,3.24413278,0.075437392,0.116489062,0.310059844,1.469301233,0,0,0,0.017616697,-42.92036986,0,483.0100415,71.72913346,21.19882896,0,0,0,0,0,0,0,-276.1479421,0,0,166.43,315.45,0,0,0,0,0,0,0,0,0,0,0,0
240,77.25927969,11.67105833,3.571280624,0.087092105,0.139115777,0.346709453,1.569509811,0,0,0,0.018665631,-45.526825,0,498.2396192,75.26582803,23.03093564,0,0,0,0,0,0,0,-289.0021494,0,0,209.59,315.55,0,0,0,0,0,0,0,0,0,0,0,0
241,77.55721029,11.79032625,3.725536743,0.088223933,0.141150215,0.345830237,1.601211867,0,0,0,0.019404544,-45.64915899,0,500.6548721,76.11006454,24.04944834,0,0,0,0,0,0,0,-290.0016074,0,0,153.08,315.5,0,0,0,0,0,0,0,0,0,0,0,0
242,76.50997815,11.48044925,3.292132149,0.094565717,0.154525884,0.384069628,1.518962878,0,0,0,0.017236409,-44.89106599,0,487.8704421,73.20576986,20.99247714,0,0,0,0,0,0,0,-281.8535981,0,0,199.59,315.5,0,0,0,0,0,0,0,0,0,0,0,0
243,77.51854555,11.72914202,3.606067906,0.08811118,0.141048557,0.349599429,1.57867951,0,0,0,0.018791549,-45.72450809,0,499.4722729,75.57393112,23.2348391,0,0,0,0,0,0,0,-289.9927402,0,0,215.78,315.4,0,0,0,0,0,0,0,0,0,0,0,0
244,77.30785545,11.68135902,3.576142482,0.087291595,0.139502932,0.347351679,1.570979122,0,0,0,0.018680627,-45.56445454,0,498.4471664,75.31628281,23.05739923,0,0,0,0,0,0,0,-289.1785704,0,0,209.66,315.6,0,0,0,0,0,0,0,0,0,0,0,0
245,76.9968006,11.60815914,3.540340946,0.086122414,0.13697639,0.34338882,1.558743563,0,0,0,0.018556289,-45.35574741,0,497.2321868,74.96350897,22.86291712,0,0,0,0,0,0,0,-288.327136,0,0,203.26,315.65,0,0,0,0,0,0,0,0,0,0,0,0
246,76.96394206,11.57879698,3.438815991,0.08980832,0.144500398,0.360968299,1.543297087,0,0,0,0.017985755,-45.33025863,0,494.269571,74.36010765,22.08439509,0,0,0,0,0,0,0,-286.6069007,0,0,189.6,315.5,0,0,0,0,0,0,0,0,0,0,0,0
247,76.90850956,11.5575739,3.400323046,0.092552233,0.149540615,0.371672442,1.536960916,0,0,0,0.01776971,-45.33080132,0,493.1795783,74.11350777,21.8047378,0,0,0,0,0,0,0,-286.1970671,0,0,186.31,315.65,0,0,0,0,0,0,0,0,0,0,0,0
248,88.15338691,14.13551223,5.262412876,0.111378771,0.184089831,0.392783532,1.975546936,0,0,0,0.025192111,-54.12422085,0,560.4920396,89.87564017,33.45918551,0,0,0,0,0,0,0,-338.3039516,0,0,103.65,315.4,0,0,0,0,0,0,0,0,0,0,0,0
249,87.49551459,13.98491552,5.102823162,0.114317954,0.190228636,0.408231893,1.951013463,0,0,0,0.024482223,-53.60949044,0,555.329499,88.76153443,32.38735429,0,0,0,0,0,0,0,-334.5160473,0,0,128.52,315.4,0,0,0,0,0,0,0,0,0,0,0,0
250,77.33513143,11.67796701,3.553166287,0.091776658,0.147585025,0.36303616,1.573719169,0,0,0,0.01854721,-45.70408244,0,498.936436,75.34173841,22.92365825,0,0,0,0,0,0,0,-290.2391649,0,0,222.06,315.2,0,0,0,0,0,0,0,0,0,0,0,0
251,77.29451382,11.67567289,3.570691126,0.088924807,0.142341785,0.352709669,1.572292919,0,0,0,0.018654492,-45.60925466,0,498.7699805,75.34137742,23.04113779,0,0,0,0,0,0,0,-289.6953661,0,0,214.95,315,0,0,0,0,0,0,0,0,0,0,0,0
252,76.25219554,11.4181579,3.313237257,0.089486199,0.144143633,0.363264408,1.516608933,0,0,0,0.017462535,-44.78661701,0,489.8847884,73.35633849,21.28600391,0,0,0,0,0,0,0,-283.3058535,0,0,186.96,315.05,0,0,0,0,0,0,0,0,0,0,0,0
253,78.8846791,12.05547859,3.895847869,0.089610553,0.143132809,0.345761991,1.644208149,0,0,0,0.020078613,-46.81283847,0,509.694613,77.89361086,25.17209545,0,0,0,0,0,0,0,-297.6323929,0,0,173.85,314.8,0,0,0,0,0,0,0,0,0,0,0,0
254,79.16913537,12.07229128,3.79702012,0.09522494,0.153932324,0.370039855,1.630769402,0,0,0,0.019441834,-47.12435034,0,508.2571826,77.50278847,24.37645352,0,0,0,0,0,0,0,-297.7435023,0,0,159.09,314.65,0,0,0,0,0,0,0,0,0,0,0,0
255,79.80155737,12.25818335,3.942239076,0.098107957,0.160044104,0.377496444,1.670112827,0,0,0,0.020059682,-47.48062065,0,511.2394351,78.53063196,25.25549807,0,0,0,0,0,0,0,-299.2977578,0,0,192.18,314.85,0,0,0,0,0,0,0,0,0,0,0,0
256,86.51644535,13.79866781,5.005759921,0.111375029,0.18533148,0.400236848,1.930852293,0,0,0,0.024224643,-52.70451262,0,550.1201588,87.73968113,31.82943349,0,0,0,0,0,0,0,-329.4623695,0,0,114.63,314.75,0,0,0,0,0,0,0,0,0,0,0,0
257,77.25001534,11.66490317,3.559256522,0.088276046,0.141251993,0.351021857,1.56909295,0,0,0,0.018602873,-45.55533449,0,498.2617006,75.23848978,22.95716318,0,0,0,0,0,0,0,-289.2304841,0,0,213.03,314.65,0,0,0,0,0,0,0,0,0,0,0,0
258,77.05878942,11.63400224,3.574852815,0.087419427,0.139263705,0.346570456,1.567033712,0,0,0,0.018719043,-45.40567768,0,497.9104448,75.17236224,23.09868308,0,0,0,0,0,0,0,-288.7877935,0,0,208.46,314.65,0,0,0,0,0,0,0,0,0,0,0,0
259,78.87769806,12.05207712,3.895088988,0.091819078,0.146917809,0.352867136,1.644921051,0,0,0,0.020061564,-46.86570808,0,509.8570896,77.90335056,25.17744286,0,0,0,0,0,0,0,-298.0872705,0,0,176.32,314.7,0,0,0,0,0,0,0,0,0,0,0,0
260,75.75200438,11.33128918,3.356945619,0.085047526,0.134845674,0.343380252,1.516575782,0,0,0,0.017837747,-44.45134011,0,490.8598649,73.42479082,21.75242604,0,0,0,0,0,0,0,-283.5789193,0,0,187.75,314.7,0,0,0,0,0,0,0,0,0,0,0,0
261,76.90532192,11.60082035,3.56025734,0.088943762,0.141727061,0.351676821,1.559882002,0,0,0,0.01863979,-45.31194652,0,496.7116258,74.92670461,22.99478329,0,0,0,0,0,0,0,-288.0822627,0,0,192.72,315.1,0,0,0,0,0,0,0,0,0,0,0,0
262,87.43642298,13.96616512,5.024805528,0.116550592,0.195269864,0.420198887,1.941941979,0,0,0,0.024056286,-53.51604577,0,552.7658695,88.2929464,31.76640697,0,0,0,0,0,0,0,-332.6339443,0,0,100.9,315.05,0,0,0,0,0,0,0,0,0,0,0,0
263,82.08300645,12.80849934,4.415862139,0.096579057,0.156916109,0.359261587,1.774338472,0,0,0,0.022148606,-49.16683714,0,527.1109322,82.25210454,28.35726064,0,0,0,0,0,0,0,-310.5322374,0,0,154.036,315.05,0,0,0,0,0,0,0,0,0,0,0,0
264,77.31358133,11.68363463,3.580120444,0.08721209,0.139343031,0.346922524,1.571722739,0,0,0,0.018701545,-45.56760232,0,498.5502202,75.34094937,23.08610991,0,0,0,0,0,0,0,-289.2353594,0,0,209.47,315.2,0,0,0,0,0,0,0,0,0,0,0,0
265,78.81690009,11.99987119,3.723713253,0.092126891,0.149161157,0.362844994,1.617279166,0,0,0,0.019147519,-46.73074835,0,505.2754558,76.92817627,23.87179538,0,0,0,0,0,0,0,-294.8504838,0,0,164.13,315.35,0,0,0,0,0,0,0,0,0,0,0,0
266,77.25325243,11.66972562,3.56885609,0.08716748,0.139279684,0.347089578,1.569151507,0,0,0,0.018652968,-45.52051766,0,498.1396226,75.2479997,23.01247611,0,0,0,0,0,0,0,-288.9272106,0,0,209.5,315.55,0,0,0,0,0,0,0,0,0,0,0,0
267,79.45868942,12.13616221,3.831706294,0.092140561,0.148760345,0.35950884,1.640480561,0,0,0,0.019602932,-47.27584559,0,509.9005612,77.87991427,24.5887417,0,0,0,0,0,0,0,-298.5656758,0,0,172.81,315.8,0,0,0,0,0,0,0,0,0,0,0,0
268,77.25804831,11.66933909,3.56364583,0.087346809,0.139657079,0.347982021,1.568491516,0,0,0,0.018622836,-45.52431768,0,498.0190358,75.22262247,22.97189094,0,0,0,0,0,0,0,-288.8653127,0,0,208.68,316,0,0,0,0,0,0,0,0,0,0,0,0
269,87.61534692,14.02223527,5.117632617,0.112678002,0.187865739,0.40361582,1.954329911,0,0,0,0.024531634,-53.58290528,0,554.8817437,88.80501683,32.4107706,0,0,0,0,0,0,0,-333.623166,0,0,125.22,316.2,0,0,0,0,0,0,0,0,0,0,0,0
270,87.4211119,13.97259576,5.070878285,0.111615108,0.186078626,0.401368428,1.945755695,0,0,0,0.024346732,-53.42528562,0,553.750699,88.50647744,32.12041501,0,0,0,0,0,0,0,-332.7106773,0,0,121.2,316.4,0,0,0,0,0,0,0,0,0,0,0,0
271,77.15330806,11.64799891,3.549201722,0.086407805,0.138071945,0.345226508,1.566172884,0,0,0,0.018579892,-45.42824896,0,497.5914699,75.12244187,22.89017213,0,0,0,0,0,0,0,-288.3990538,0,0,209.14,316.3,0,0,0,0,0,0,0,0,0,0,0,0
272,78.58615285,11.98876773,3.836007104,0.086959174,0.138757915,0.338990008,1.631888327,0,0,0,0.019842857,-46.51799481,0,507.603266,77.43778558,24.77751695,0,0,0,0,0,0,0,-295.6774555,0,0,174.47,316.5,0,0,0,0,0,0,0,0,0,0,0,0
273,76.88072192,11.54173264,3.346687275,0.090196413,0.146079339,0.366668811,1.531443799,0,0,0,0.017528532,-45.24576895,0,492.2818204,73.90389959,21.42947235,0,0,0,0,0,0,0,-285.2544335,0,0,195.56,316.7,0,0,0,0,0,0,0,0,0,0,0,0
274,74.86249897,11.11389655,3.129468241,0.081703403,0.13000628,0.340512627,1.469550767,0,0,0,0.016814147,-43.66861427,0,483.3160712,71.75187696,20.20400489,0,0,0,0,0,0,0,-277.6341703,0,0,175.53,316.4,0,0,0,0,0,0,0,0,0,0,0,0
275,76.09948134,11.40809967,3.406278567,0.086148533,0.136823676,0.346260325,1.525226701,0,0,0,0.018004418,-44.69613456,0,492.0013449,73.75609244,22.02240549,0,0,0,0,0,0,0,-284.4966279,0,0,185.76,316.4,0,0,0,0,0,0,0,0,0,0,0,0
276,85.8994518,13.64995386,4.982129797,0.105392973,0.172948187,0.376269889,1.917476174,0,0,0,0.024341333,-52.34027173,0,550.8481895,87.53318224,31.9489487,0,0,0,0,0,0,0,-329.9684667,0,0,106.59,316.5,0,0,0,0,0,0,0,0,0,0,0,0
277,85.53953953,13.54641407,4.771748412,0.109888052,0.182967674,0.401378046,1.889066171,0,0,0,0.023263113,-52.02125716,0,544.7732859,86.27267047,30.38970137,0,0,0,0,0,0,0,-325.7515784,0,0,108.35,316.55,0,0,0,0,0,0,0,0,0,0,0,0
278,76.29094504,11.47167316,3.47564239,0.084242182,0.133660714,0.337806571,1.546264643,0,0,0,0.018385974,-44.79515233,0,494.5696243,74.36716217,22.53147015,0,0,0,0,0,0,0,-285.8508674,0,0,211.05,316.7,0,0,0,0,0,0,0,0,0,0,0,0
279,75.66129734,11.31963342,3.350353156,0.081941838,0.129646331,0.333525519,1.516651716,0,0,0,0.017851819,-44.30256854,0,490.5005572,73.38344297,21.71982437,0,0,0,0,0,0,0,-282.7560282,0,0,196.71,316.65,0,0,0,0,0,0,0,0,0,0,0,0
280,75.06724991,11.17004909,3.206805529,0.083891587,0.133309747,0.344600203,1.482531193,0,0,0,0.017159327,-43.87434282,0,485.2585752,72.20674946,20.72981072,0,0,0,0,0,0,0,-279.2780135,0,0,172.06,316.55,0,0,0,0,0,0,0,0,0,0,0,0
281,74.41946911,11.04796351,3.17615019,0.079281421,0.124655783,0.32838018,1.4680727,0,0,0,0.017142627,-43.32001318,0,482.8987446,71.68887087,20.60964635,0,0,0,0,0,0,0,-276.8005062,0,0,223.16,316.8,0,0,0,0,0,0,0,0,0,0,0,0
282,76.14021725,11.41181157,3.410530015,0.081660492,0.128845143,0.330759733,1.530101573,0,0,0,0.018093608,-44.71438608,0,493.7279349,73.99939695,22.11543389,0,0,0,0,0,0,0,-285.4470398,0,0,199.81,317.15,0,0,0,0,0,0,0,0,0,0,0,0
283,85.3340107,13.4726938,4.891033076,0.095916319,0.154257661,0.34269688,1.891338737,0,0,0,0.024139278,-52.07113225,0,552.0379631,87.15678989,31.64079498,0,0,0,0,0,0,0,-331.1925763,0,0,118.45,317.35,0,0,0,0,0,0,0,0,0,0,0,0
284,85.89034305,13.57302474,4.887960819,0.100082164,0.162386353,0.359256769,1.896867162,0,0,0,0.023946639,-52.55171226,0,553.0586853,87.39840768,31.47419242,0,0,0,0,0,0,0,-332.7170515,0,0,124.07,317.45,0,0,0,0,0,0,0,0,0,0,0,0
285,86.70560512,13.73622912,4.941027457,0.103249072,0.168639677,0.370975575,1.911747688,0,0,0,0.023994858,-53.20250875,0,555.5710923,88.01566871,31.65991423,0,0,0,0,0,0,0,-335.1973602,0,0,124.1,317.45,0,0,0,0,0,0,0,0,0,0,0,0
286,85.92692354,13.58310092,4.911059444,0.099697553,0.162165792,0.35801938,1.897116886,0,0,0,0.024042798,-52.63196107,0,554.4088483,87.63948514,31.68663206,0,0,0,0,0,0,0,-333.8994119,0,0,115.6,317.6,0,0,0,0,0,0,0,0,0,0,0,0
