time,Maize,Wholecrop,Chicken Litter,Lactose,Apple Pomace,Rice bran,Crimped Wheat,Grass,Corn Gluten/Rapemeal,Potatoes,FYM,Fodder Beet,q_ad,T
401,0.239104895,0.169958042,0.141874126,0.169622378,0.147524476,0.012811189,0,0.119104895,0,0,0,0,178.75,317.2
402,0.270578864,0.197092406,0.164896442,0,0.16390069,0.069105151,0,0.134426447,0,0,0,0,150.64,317.4
403,0.276197656,0.205743266,0.17291481,0,0.137756151,0.069426359,0,0.137961757,0,0,0,0,145.91,317.4
404,0.244818098,0.193090798,0.153103027,0.143320086,0.128645674,0.014735555,0,0.122286762,0,0,0,0,163.55,317.4
405,0.222729076,0.148254661,0.124553749,0.295319318,0.090638635,0.010858786,0,0.107645775,0,0,0,0,201.68,317.45
406,0.201359174,0.153838409,0.127661717,0.303347596,0.101384344,0.011024415,0,0.101384344,0,0,0,0,198.65,317.7
407,0.255240102,0.165576134,0.141843185,0.166574249,0.136963513,0.012088278,0,0.121714539,0,0,0,0,180.34,317.6
408,0.194922003,0.13847379,0.126434628,0.28032042,0.123296013,0.010259053,0,0.102637373,0,0.02365672,0,0,213.47,317.45
409,0.288403961,0.162943344,0.146706587,0,0.180274067,0.058613542,0,0.115211884,0,0.047846614,0,0,173.68,317.15
410,0.331152426,0.073718987,0.166612684,0,0.178596878,0.070350457,0,0.122303556,0,0.057265013,0,0,154.37,316.75
411,0.190416368,0.141421393,0.112257717,0.271087581,0.143395549,0.009781048,0,0.095567121,0,0.036073223,0,0,222.88,316.55
412,0.257248651,0.189720095,0.157650308,0.095142463,0.126898456,0.015877997,0,0.125643279,0,0.031818752,0,0,159.34,316.3
413,0.164571823,0.107320442,0.103729282,0.410497238,0.118301105,0.016712707,0,0.049792818,0,0.029074586,0,0,144.8,316.4
414,0.170529801,0.13013245,0.11192053,0.282339956,0.130905077,0.025165563,0,0.111810155,0,0.037196468,0,0,90.6,316.3
415,0.190636578,0.163595246,0.122840783,0.288793726,0.136553914,0.010729923,0,0.051676851,0,0.035172978,0,0,207.83,316.3
416,0.294350842,0.143648341,0.14324025,0,0.227423774,0.054917507,0,0.064245322,0,0.072173964,0,0,171.53,316.3
417,0.27659696,0.17626557,0.146040453,0,0.229516627,0.053765284,0,0.053308193,0,0.064506913,0,0,175.02,316.15
418,0.239434595,0.143747005,0.119885002,0.200670819,0.262577863,0.02400575,0,0,0,0,0.009678965,0,208.7,316
419,0.260885786,0.145019453,0.112775143,0.159995736,0.276554922,0.026648191,0,0,0,0,0.01812077,0,187.63,315.9
420,0.215381115,0.136564278,0.100614334,0.273765643,0.24182025,0.023162685,0,0,0,0,0.008691695,0,219.75,315.7
421,0.217914499,0.13576114,0.106175074,0.269441303,0.235059941,0.022393124,0,0,0,0,0.01325492,0,221.05,315.95
422,0.226432792,0.141168746,0.108714004,0.284776287,0.207203827,0.02194916,0,0,0,0,0.009755182,0,213.22,315.75
423,0.207802114,0.20518688,0.21139806,0,0.211071156,0.111038466,0.021902583,0,0,0,0.031600741,0,91.77,315.3
424,0.343694941,0.335137176,0.211804682,0,0,0.088472187,0.020891014,0,0,0,0,0,79.46,315.05
425,0,0,0,1,0,0,0,0,0,0,0,0,59.9,314.5
426,0,0,0,1,0,0,0,0,0,0,0,0,59.58,314.85
427,0,0,0,1,0,0,0,0,0,0,0,0,60.88,314.55
428,0,0,0,1,0,0,0,0,0,0,0,0,56.7,314.25
429,0,0,0,1,0,0,0,0,0,0,0,0,89.98,314.15
430,,,,,,,,,,,,,0,314.3
431,,,,,,,,,,,,,0,314.35
432,0.306125855,0.195793691,0,0.498080454,0,0,0,0,0,0,0,0,179.73,314.6
433,0.31575861,0.10795394,0.091267726,0.485019725,0,0,0,0,0,0,0,0,187.58,314.7
434,0.280239256,0.11104342,0.067789101,0.498338502,0,0,0.042589721,0,0,0,0,0,180.56,314.95
435,0.213023195,0.098495302,0.068269926,0.586372298,0,0,0.03383928,0,0,0,0,0,152.19,315.3
436,0.256331913,0.163142237,0,0.481627402,0.038353301,0,0.060545148,0,0,0,0,0,124.37,315.4
437,0.376235257,0.17843481,0.198119222,0,0.159308256,0,0.087902455,0,0,0,0,0,125.48,315.65
438,0.384080135,0.154534332,0.183590763,0,0.184737727,0,0.093057042,0,0,0,0,0,130.78,315.8
439,0.294017894,0.118589556,0.146950471,0.347348108,0.060113444,0,0.032980527,0,0,0,0,0,171.01,316
440,0.301305273,0.115232017,0.144327526,0.346616066,0.060606061,0,0.031913058,0,0,0,0,0,173.91,316.15
441,0.507825601,0.197503261,0.139649711,0,0.102105459,0,0.052915968,0,0,0,0,0,107.34,316.35
442,0.279489437,0.16659331,0.137544014,0.32790493,0.056227993,0,0.032240317,0,0,0,0,0,181.76,315.85
443,0.278610543,0.166712761,0.13839261,0.329221749,0.05603186,0,0.031030477,0,0,0,0,0,180.79,315.85
444,0.409185322,0.230786984,0.195938149,0,0.086391261,0,0.077698284,0,0,0,0,0,129.99,315.9
445,0.398919692,0.238382715,0.19882437,0,0.079593296,0,0.084279927,0,0,0,0,0,125.89,315.75
446,0.287256732,0.119701413,0.12110104,0.398027193,0.056584911,0,0.017328712,0,0,0,0,0,150.04,315.6
447,0.284192954,0.172058485,0.121862768,0.348031315,0.058484918,0,0.01536956,0,0,0,0,0,173.72,315.85
448,0.411568228,0.24610998,0.205539715,0,0.083095723,0,0.053686354,0,0,0,0,0,122.75,315.65
449,0.236834641,0.143802591,0.118653683,0.427247802,0.047461473,0,0.025999811,0,0,0,0,0,211.54,315.3
450,0.25746551,0.174922871,0.147039991,0.344141103,0.058967344,0,0.017463182,0,0,0,0,0,171.79,315.2
451,0.359506322,0.237525555,0.239191338,0,0.082001969,0,0.081774816,0,0,0,0,0,132.07,314.9
452,0.422964881,0.241867616,0.182634731,0,0.080433727,0,0.072099045,0,0,0,0,0,123.58,315.15
453,0.298026873,0.15119235,0.100411572,0.368720494,0.056107009,0,0.015494492,0,0,0.01004721,0,0,165.22,315.25
454,0.279508605,0.167173925,0.122406065,0.33678269,0.055337281,0,0.01383432,0,0,0.024957114,0,0,180.71,315.15
455,0.383221169,0.230728051,0.191419394,0,0.078464362,0,0.078387886,0,0,0.037779137,0,0,130.76,315.1
456,0.273715253,0.164600513,0.13805909,0.326361204,0.055704222,0,0.013980667,0,0,0.027579051,0,0,183.11,314.8
457,0.338653931,0.191604349,0.162005907,0.187896688,0.06648652,0,0.015773267,0,0,0.037579338,0,0,159.13,315.1
458,0.433081025,0.265697574,0.201961122,0,0.065628763,0,0.033631516,0,0,0,0,0,116.26,314.7
459,0.389357985,0.240282428,0.190129568,0,0.069078468,0,0.069733586,0,0,0.041417965,0,0,137.38,314.95
460,0.280187573,0.157359054,0.144942982,0.323670468,0.056112118,0,0.011297027,0,0,0.026430779,0,0,187.66,314.85
461,0.288151502,0.17353136,0.140790636,0.333038869,0.048862633,0,0.015625,0,0,0,0,0,181.12,314.75
462,0.364510614,0.247114974,0.167117823,0,0.077005271,0,0.074440804,0,0,0.069810514,0,0,140.38,314.65
463,0.268626403,0.162105826,0.135221807,0.318439337,0.060181721,0,0.02667023,0,0,0.028754677,0,0,187.1,314.75
464,0.300907846,0.152964447,0.126794137,0.30298727,0.052239184,0,0.038088959,0,0,0.026018157,0,0,197.17,314.95
465,0.389777336,0.229703879,0.193511363,0,0.076899533,0,0.070166042,0,0,0.039941847,0,0,130.69,314.95
466,0.432730332,0.231047539,0.193773664,0,0.058224653,0,0.084223812,0,0,0,0,0,118.85,314.9
467,0.272904167,0.163018215,0.135992649,0.32744176,0.056969894,0,0.028268742,0,0,0.015404573,0,0,185.01,314.95
468,0.279721054,0.169969006,0.139473102,0.293668364,0.060327651,0,0.027728581,0,0,0.029112243,0,0,180.68,314.875
469,0.384217335,0.228749715,0.194810136,0,0.0764021,0,0.07708698,0,0,0.038733734,0,0,131.41,314.925
470,0.328495436,0.197084127,0.164182045,0.195836343,0.068102712,0,0.013397255,0,0,0.032902082,0,0,152.27,315.215
471,0.397062326,0.238745534,0.19976181,0,0.079396586,0,0.041048035,0,0,0.043985709,0,0,125.95,314.9
472,0.381300328,0.228824933,0.188786162,0,0.067775127,0,0.095511482,0,0,0.037801968,0,0,134.12,314.9
473,0.379881909,0.238528847,0.182542506,0,0.073130825,0,0.08814114,0,0,0.037774774,0,0,140.57,314.695
474,0.325883152,0.204891304,0.1703125,0.202309783,0.068342391,0,0.02826087,0,0,0,0,0,147.2,315.5
475,0.398326943,0.209132102,0.117601952,0.166887417,0.070128965,0,0.037922621,0,0,0,0,0,143.45,315.4
476,0.333598146,0.198808342,0.168421053,0.197682886,0.06878517,0,0.032704403,0,0,0,0,0,151.05,315.15
477,0.342060524,0.205372322,0.170146209,0.202516151,0.072288337,0,0.007616457,0,0,0,0,0,147.05,315.15
478,0.333954975,0.200279739,0.16671107,0.198614626,0.067137338,0,0.033302251,0,0,0,0,0,150.14,315.25
479,0.336716569,0.195825933,0.166201472,0.193351941,0.061025121,0,0.032225324,0,0,0,0,0.014653641,157.64,315.25
480,0.322640806,0.192651996,0.164428696,0.183264951,0.075780182,0,0.033258734,0,0,0,0,0.027974636,160.86,315.35
481,0.477325523,0.313301687,0.05049995,0,0.10978689,0,0.025855974,0,0,0,0,0.023229977,99.01,315.55
482,0.445270988,0.284360609,0.246457669,0,0,0,0.023910733,0,0,0,0,0,112.92,315.45
483,0.309539104,0.260719448,0.160912157,0.236711097,0,0,0.032118195,0,0,0,0,0,124.54,315.3
484,0.394283507,0.161143299,0.171263036,0.233140209,0,0,0.04016995,0,0,0,0,0,129.45,315.2
485,0.352488112,0.233808854,0.173196705,0.200924252,0.022168642,0,0.017413435,0,0,0,0,0,149.31,315.35
486,0.319069117,0.194506263,0.164812107,0.191899281,0.072931901,0,0.033127742,0,0,0,0,0.023653589,157.27,315.4
487,0.397927136,0.231862437,0.202339824,0,0.086997487,0,0.041378769,0,0,0,0,0.039494347,127.36,315.2
488,0.323591347,0.193925085,0.170250782,0.191436411,0.086656882,0,0.034139493,0,0,0,0,0,156.71,315.4
489,0.364300999,0.188302425,0.150261531,0.178435568,0.062648597,0,0.044757489,0,0,0,0,0.01129339,168.24,315.5
490,0.415401212,0.250186706,0.209941084,0,0.083063646,0,0.041407352,0,0,0,0,0,120.51,315.45
491,0.426612903,0.280107527,0.19233871,0,0.067473118,0,0.033467742,0,0,0,0,0,74.4,315.15
492,0.848574822,0,0,0,0,0,0.151425178,0,0,0,0,0,16.84,315.05
493,0.271454064,0.164170227,0.13653815,0.329097496,0.060076786,0,0.027361704,0,0,0,0,0.011301574,184.93,315.1
494,0.406660893,0.236753012,0.206991575,0,0.078891426,0,0.041414062,0,0,0,0,0.029289032,127.01,314.95
495,0.273538696,0.163764014,0.137748993,0.331446609,0.05649287,0,0.027430064,0,0,0,0,0.009578753,183.74,315.2
496,0.27411334,0.164872397,0.13902399,0.330837751,0.054866386,0,0.028034319,0,0,0,0,0.008251817,182.99,315.2
497,0.236353352,0.14268879,0.118836617,0.428773451,0.049637032,0,0.023710757,0,0,0,0,0,212.14,316
498,0.298554334,0.163354811,0.135686827,0.320753695,0.054523797,0,0.027126536,0,0,0,0,0,184.69,316.25
499,0.400476758,0.238537942,0.224553039,0,0.080333731,0,0.039809297,0,0,0,0,0.016289233,125.85,316.55
500,0.439936579,0.238201828,0.169930983,0,0.089815333,0,0.047099422,0,0,0,0,0.015015855,107.22,316.65
